UserID,Timestamp,Year,Month,Day,Hour,EventType,ProductID,Amount,Outcome,ProductCount,EventCount,DaysSinceLastPurchase,OneEventBeforePurchase,TwoEventBeforePurchase,ThreeEventBeforePurchase,FullTimestamp,TimeDiff_Seconds,TimeDiff_Hours,SessionID,SessionDuration,Weekday,HourOfDay,Made_Purchase,recency_x,frequency_x,monetary_x,recency_y,frequency_y,monetary_y,recency,frequency,monetary,Anomaly
45,2024-01-01 13:01:54.651438,2024,1,1,13,login,Unknown,0.0,0,-0.8199530153924487,-0.7676985934215281,-1.011240658936271,0,0,0,2024-01-01 14:01:54.651438+00:00,-0.8731167068077477,0.0,0,-0.1025851412203364,-1.478000575497057,0.3575435397070546,0,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
45,2024-01-02 12:17:08.848409,2024,1,2,12,page_view,Unknown,0.0,0,-0.8199530153924487,-0.5955344993087324,-0.952387081988042,0,0,0,2024-01-02 14:17:08.848409+00:00,-0.6142761417134367,24.253943603055557,1,-0.1025851412203364,-0.9772829835908132,0.3575435397070546,0,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
45,2024-01-04 14:06:15.807709,2024,1,4,14,logout,Unknown,0.0,0,-0.8199530153924487,-0.4233704051959366,-0.8346799280915834,0,0,1,2024-01-04 18:06:15.807709+00:00,-0.3201033133744344,51.81859980555555,2,-0.1025851412203364,0.0241522002216745,0.9359742097223928,0,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
45,2024-01-07 19:07:07.106475,2024,1,7,19,login,Unknown,0.0,0,-0.8199530153924487,-0.2512063110831409,-0.6581191972468957,0,1,0,2024-01-08 02:07:07.106475+00:00,-0.0191964563185249,80.01424965722222,3,-0.1025851412203364,-1.478000575497057,-1.3777484703389598,0,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
45,2024-01-16 09:56:00.956778,2024,1,16,9,add_to_cart,prod_8110,0.0,0,-0.3703193639447831,-0.0790422169703451,-0.1284370047128326,1,0,0,2024-01-17 01:56:00.956778+00:00,1.430082587576419,215.8149584175,4,-0.1025851412203364,-0.4765653916845693,-1.5223561378427943,0,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
45,2024-01-18 01:56:16.096781,2024,1,18,1,purchase,prod_2120,428.5245042754727,1,-0.3703193639447831,-0.0790422169703451,-0.0107298508163741,0,0,0,2024-01-18 19:56:16.096781+00:00,-0.4248435319173939,42.00420555638889,5,-0.1025851412203364,0.0241522002216745,1.0805818772262274,1,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
45,2024-01-19 16:14:16.933795,2024,1,19,16,login,Unknown,0.0,0,-0.8199530153924487,-0.939862687534324,-0.952387081988042,0,1,0,2024-01-20 11:14:16.933795+00:00,-0.4537006087030724,39.300232503888886,6,-0.1025851412203364,1.0255873840341625,-0.0762794628044489,0,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
45,2024-02-03 02:24:04.623728,2024,2,3,2,purchase,prod_5615,412.07629387652514,1,-0.8199530153924487,-0.7676985934215281,-0.0695834277646033,0,0,0,2024-02-03 05:24:04.623728+00:00,2.650419212884464,330.1632472036111,7,-0.1025851412203364,1.0255873840341625,-0.9439254678274562,1,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
45,2024-02-10 03:36:12.190950,2024,2,10,3,page_view,Unknown,0.0,0,-0.8199530153924487,-0.939862687534324,-0.5992656202986665,0,0,0,2024-02-10 13:36:12.190950+00:00,1.0073301351780406,176.20210200611112,8,-0.1025851412203364,1.0255873840341625,0.2129358722032201,0,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
45,2024-02-11 07:56:28.155911,2024,2,11,7,click,Unknown,0.0,0,-0.8199530153924487,-0.7676985934215281,-0.5404120433504372,0,0,0,2024-02-11 18:56:28.155911+00:00,-0.5600210476612062,29.337768044722225,9,-0.1025851412203364,1.5263049759404064,0.9359742097223928,0,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
45,2024-02-11 13:48:51.564984,2024,2,11,13,login,Unknown,0.0,0,-0.8199530153924487,-0.5955344993087324,-0.5404120433504372,0,0,0,2024-02-12 00:48:51.564984+00:00,-0.8104376449560627,5.873169186944444,10,-0.1025851412203364,-1.478000575497057,-1.666963805346629,0,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
45,2024-02-12 14:11:21.018965,2024,2,12,14,product_view,prod_9645,0.0,0,-0.3703193639447831,-0.4233704051959366,-0.481558466402208,0,0,0,2024-02-13 02:11:21.018965+00:00,-0.6023137319220933,25.37484832805556,11,-0.1025851412203364,-0.9772829835908132,-1.3777484703389598,0,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
45,2024-02-12 15:38:25.202256,2024,2,12,15,add_to_cart,prod_7826,0.0,0,0.0793142875028824,-0.2512063110831409,-0.481558466402208,0,0,0,2024-02-13 03:38:25.202256+00:00,-0.8576297573526913,1.451162025277778,12,-0.1025851412203364,-0.9772829835908132,-1.2331408028351254,0,0.0,0.0,0.0,19,62,3922.482205332156,19,62,3922.482205332156,-1
